hid,sample_geo,hhldsize,hhldrtype,hhldrage,tazinc
2008000059620,808,1,1,3,2
2008000059665,815,2,3,2,2
2008000059670,901,4,4,2,1
2008000059820,808,4,4,2,2
2008000059843,400,2,3,3,2
2008000059895,808,6,3,3,3
2008000059934,802,4,4,3,2
2008000059975,905,7,4,2,2
2008000060058,822,5,4,2,2
2008000060079,103,2,3,2,2
2008000060104,903,5,4,3,3
2008000060136,400,1,1,3,2
2008000060196,803,2,3,3,2
2008000060239,811,3,4,2,2
2008000060404,814,1,1,3,2
2008000060427,821,2,2,3,3
2008000060659,502,2,3,3,2
2008000060699,822,1,1,4,1
2008000060880,400,4,4,3,2
2008000060885,820,2,2,2,2
2008000061136,810,2,3,3,3
2008000061187,903,2,3,3,2
2008000061488,700,1,1,3,2
2008000061520,200,1,1,4,2
2008000061598,103,1,1,4,2
2008000061624,501,2,3,4,2
2008000061684,808,2,3,3,3
2008000061795,819,3,3,4,3
2008000061816,502,1,1,3,2
2008000061892,903,2,3,4,2
2008000061948,700,1,1,3,2
2008000062005,501,3,4,2,2
2008000062258,400,5,4,3,2
2008000062347,821,2,2,3,2
2008000062408,904,1,1,3,2
2008000062443,103,2,3,4,1
2008000062515,818,1,1,4,2
2008000062612,805,2,3,4,2
2008000062668,815,1,1,3,3
2008000062885,904,4,4,2,2
2008000062888,802,4,4,2,2
2008000062935,700,1,1,3,2
2008000063072,819,2,3,3,2
2008000063223,814,3,4,3,3
2008000063248,1000,2,3,2,2
2008000063256,300,2,3,3,3
2008000063264,803,1,1,3,1
2008000063399,200,1,1,2,2
2008000063403,200,1,1,4,2
2008000063691,300,2,3,4,2
2008000063716,803,1,1,3,2
2008000063824,902,3,4,2,2
2008000063833,905,1,1,3,1
2008000063885,600,2,3,1,2
2008000064007,804,3,4,2,3
2008000064042,903,1,1,4,1
2008000064054,802,2,3,3,3
2008000064082,812,1,1,3,2
2008000064169,300,1,1,3,2
2008000064179,501,4,4,2,2
2008000064209,808,3,3,3,3
2008000064325,804,4,4,2,2
2008000064398,300,1,1,3,2
2008000064441,818,3,4,3,3
2008000064449,904,5,4,3,2
2008000064490,400,4,4,2,1
2008000064505,600,3,3,4,2
2008000064644,103,1,1,3,2
2008000064880,904,5,4,2,3
2008000064917,819,2,3,3,3
2008000065088,1000,1,1,2,1
2008000065112,400,5,4,2,2
2008000065225,903,3,3,3,2
2008000065357,300,2,3,4,2
2008000065470,810,2,3,3,2
2008000065474,101,3,4,2,3
2008000065563,822,2,3,3,2
2008000065641,819,1,1,3,2
2008000065643,811,1,1,3,2
2008000065727,819,2,3,3,2
2008000065745,818,2,3,2,1
2008000065862,400,4,4,2,2
2008000065877,822,5,4,3,2
2008000065888,802,3,4,2,2
2008000065914,814,2,3,2,3
2008000065991,811,3,3,3,2
2008000066011,103,1,1,3,2
2008000066101,501,5,4,2,2
2008000066191,501,3,4,3,2
2008000066295,801,3,3,4,2
2008000066297,821,4,4,3,3
2008000066359,815,7,4,2,2
2008000066476,802,4,4,2,2
2008000066485,400,1,1,3,1
2008000066506,400,4,4,2,3
2008000066606,816,1,1,4,1
2008000066671,808,1,1,1,2
2008000066706,817,2,3,4,2
2008000066714,600,6,4,2,2
2008000066867,400,2,3,3,2
2008000066882,808,2,3,3,2
2008000066938,820,3,4,3,2
2008000066953,808,5,4,3,2
2008000067029,808,2,3,3,2
2008000067111,801,2,3,3,2
2008000067128,822,4,3,3,3
2008000067139,600,5,4,3,2
2008000067182,902,2,3,3,3
2008000067220,820,2,3,4,2
2008000067234,812,1,1,3,1
2008000067268,102,2,3,4,2
2008000067320,818,2,3,4,2
2008000067323,812,2,3,4,1
2008000067379,300,2,3,4,3
2008000067396,400,1,1,3,2
2008000067486,902,1,1,2,2
2008000067609,901,5,4,2,2
2008000067634,901,4,4,3,3
2008000067640,814,2,3,3,3
2008000067777,815,4,2,3,2
2008000067895,101,1,1,3,1
2008000068022,902,2,3,3,1
2008000068105,820,2,3,4,2
2008000068110,819,4,3,1,3
2008000068147,901,3,4,3,3
2008000068199,904,1,1,4,2
2008000068214,817,1,1,3,2
2008000068223,812,2,2,1,2
2008000068316,502,3,3,3,2
2008000068362,1000,1,1,3,3
2008000068429,818,1,1,4,2
2008000068440,822,4,4,2,3
2008000068579,820,2,3,2,2
2008000068645,803,4,4,3,3
2008000068651,300,2,3,4,2
2008000068712,817,4,4,3,2
2008000068765,813,2,3,3,3
2008000068865,600,2,3,3,2
2008000068884,814,2,3,3,2
2008000068901,820,3,3,3,2
2008000068920,814,1,1,4,3
2008000068940,811,1,1,3,2
2008000068997,819,1,1,3,2
2008000069224,808,4,4,2,3
2008000069326,804,2,3,3,3
2008000069432,801,3,3,3,3
2008000069457,700,2,3,4,2
2008000069565,803,2,3,2,2
2008000069573,822,1,1,4,2
2008000069678,804,1,1,3,2
2008000069781,101,1,1,2,2
2008000069807,822,4,4,2,2
2008000069897,809,5,4,2,2
2008000069958,814,2,3,2,2
2008000069990,600,2,3,4,2
2008000070139,814,1,1,1,3
2008000070149,819,1,1,3,2
2008000070276,805,1,1,3,2
2008000070286,809,3,3,4,2
2008000070327,102,1,1,4,1
2008000070377,103,2,3,2,3
2008000070397,103,2,3,3,2
2008000070470,101,5,2,2,2
2008000070474,806,1,1,2,2
2008000070491,803,1,1,3,2
2008000070584,812,7,4,2,2
2008000070623,820,1,1,2,2
2008000070725,400,1,1,4,2
2008000070796,1000,2,3,3,2
2008000070830,904,1,1,2,2
2008000070888,821,1,1,2,2
2008000070918,822,6,4,2,3
2008000070936,821,2,3,4,2
2008000070985,810,1,1,4,2
2008000071047,814,2,3,2,2
2008000071160,813,1,1,3,1
2008000071428,801,1,1,1,1
2008000071449,700,2,3,3,2
2008000071453,801,2,3,3,3
2008000071454,501,1,1,4,1
2008000071460,905,5,4,2,2
2008000071470,902,2,3,1,2
2008000071485,103,2,3,4,2
2008000071553,813,1,1,2,2
2008000071837,816,1,1,3,2
2008000071844,300,3,3,3,2
2008000072096,820,1,1,4,2
2008000072243,808,2,3,2,2
2008000072265,600,5,4,2,3
2008000072267,300,2,3,4,2
2008000072271,700,2,3,4,2
2008000072309,502,2,3,3,2
2008000072502,904,4,4,2,3
2008000072514,803,2,3,2,2
2008000072603,801,5,4,2,3
2008000072689,903,2,3,3,3
2008000072707,802,1,1,4,2
2008000072737,812,2,2,2,2
2008000072815,904,3,4,2,2
2008000072920,200,1,1,3,2
2008000073035,811,1,1,3,2
2008000073051,812,1,1,2,2
2008000073075,300,4,4,3,2
2008000073100,102,1,1,2,2
2008000073213,300,2,2,1,2
2008000073269,901,2,3,2,2
2008000073395,810,1,1,3,2
2008000073434,809,1,1,3,2
2008000073488,103,6,4,3,2
2008000073532,808,1,1,3,2
2008000073557,101,2,3,3,3
2008000073586,817,4,4,2,2
2008000073588,400,2,3,4,1
2008000073591,821,1,1,2,1
2008000073676,815,4,4,2,2
2008000073795,803,2,3,3,2
2008000073820,501,5,4,3,2
2008000074192,903,2,3,3,3
2008000074288,811,1,1,4,2
2008000074327,901,3,4,3,3
2008000074364,816,1,1,4,1
2008000074412,903,3,2,2,2
2008000074528,806,3,4,3,2
2008000074719,1000,2,3,4,2
2008000074752,818,1,1,4,1
2008000074790,821,5,4,2,3
2008000074814,501,5,4,2,2
2008000074856,822,3,4,2,3
2008000074927,400,4,4,3,2
2008000074956,501,1,1,4,1
2008000075102,815,1,1,4,2
2008000075191,809,1,1,2,2
2008000075304,300,1,1,2,2
2008000075306,300,2,3,3,3
2008000075385,902,2,3,2,3
2008000075463,815,1,1,2,2
2008000075501,300,1,1,2,2
2008000075727,904,2,3,3,2
2008000075749,903,2,3,4,2
2008000075913,102,2,3,4,2
2008000075998,819,2,3,3,3
2008000076013,806,2,3,4,2
2008000076146,813,1,1,3,3
2008000076181,820,3,3,4,2
2008000076192,809,2,3,2,2
2008000076227,809,1,1,3,2
2008000076231,700,2,3,4,3
2008000076298,804,2,3,3,3
2008000076299,819,1,1,3,3
2008000076383,501,1,1,4,2
2008000076525,901,2,3,2,3
2008000076557,806,2,3,1,2
2008000076824,103,2,3,3,3
2008000076863,815,1,1,4,2
2008000076890,903,2,3,3,2
2008000076953,802,3,2,3,2
2008000076965,819,2,3,3,2
2008000076988,400,5,3,3,2
2008000077033,501,5,4,3,2
2008000077056,904,2,3,3,3
2008000077178,803,1,1,3,2
2008000077405,811,1,1,1,2
2008000077510,101,4,4,3,3
2008000077577,804,1,1,3,2
2008000077711,805,1,1,4,2
2008000077895,817,1,1,1,1
2008000077957,821,1,1,2,2
2008000077959,901,3,3,2,2
2008000078002,400,2,3,4,2
2008000078141,803,1,1,2,3
2008000078240,820,4,4,2,2
2008000078269,904,2,3,3,2
2008000078351,903,6,3,3,2
2008000078469,502,4,4,2,3
2008000078490,814,2,3,3,2
2008000078505,815,4,4,2,2
2008000078619,808,4,4,2,2
2008000078631,804,2,2,2,2
2008000078674,804,4,4,2,3
2008000078696,812,3,2,2,1
2008000078741,400,4,3,3,2
2008000078752,822,2,3,3,3
2008000078775,802,1,1,3,1
2008000078790,801,2,3,3,3
2008000079078,816,4,3,2,2
2008000079143,904,2,3,3,2
2008000079151,101,2,2,3,2
2008000079193,600,2,3,4,2
2008000079210,804,1,1,3,2
2008000079273,813,1,1,3,2
2008000079384,501,1,1,3,1
2008000079538,600,2,3,4,2
2008000079610,103,3,4,2,3
2008000079623,904,2,3,4,2
2008000079625,904,1,1,1,2
2008000079798,811,3,3,4,2
2008000079834,819,3,3,3,2
2008000079994,1000,1,1,3,3
2008000080139,819,2,3,3,2
2008000080199,812,4,4,2,2
2008000080272,300,2,3,4,3
2008000080342,813,1,1,4,1
2008000080441,811,3,4,2,3
2008000080464,300,1,1,4,1
2008000080721,816,1,1,2,2
2008000080734,820,5,4,2,2
2008000080840,818,2,3,1,2
2008000080868,300,3,4,2,2
2008000081021,820,2,3,3,2
2008000081084,901,1,1,3,2
2008000081130,810,2,3,3,2
2008000081192,802,2,3,4,2
2008000081199,820,3,4,2,2
2008000081226,812,4,2,3,2
2008000081233,1000,1,1,3,2
2008000081242,808,2,2,1,2
2008000081254,200,3,2,2,2
2008000081288,300,2,2,2,2
2008000081352,102,1,1,4,2
2008000081399,814,1,1,3,1
2008000081432,810,2,2,2,2
2008000081463,813,1,1,1,2
2008000081565,902,2,3,3,1
2008000081588,822,6,4,2,3
2008000081606,810,1,1,3,1
2008000081683,805,3,3,3,3
2008000081684,905,4,4,2,2
2008000081772,102,2,3,3,3
2008000081812,901,7,4,3,3
2008000081906,902,1,1,2,1
2008000081920,810,2,3,2,2
2008000082078,501,1,1,4,2
2008000082213,102,1,1,4,2
2008000082293,805,5,4,3,2
2008000082302,802,1,1,4,2
2008000082403,901,2,3,1,2
2008000082428,809,1,1,4,2
2008000082464,103,2,3,4,2
2008000082543,808,2,3,4,3
2008000082558,817,3,3,3,3
2008000082595,400,3,3,4,2
2008000082694,803,2,3,1,1
2008000082808,803,2,3,4,3
2008000082879,814,1,1,3,3
2008000082930,818,4,4,2,1
2008000082952,822,2,3,4,2
2008000082959,904,5,4,2,3
2008000082989,813,4,2,2,1
2008000082994,400,3,2,2,2
2008000083052,820,1,1,3,1
2008000083147,103,2,3,4,2
2008000083290,813,1,1,4,2
2008000083374,803,1,1,3,1
2008000083418,902,2,3,4,2
2008000083493,821,3,4,2,3
2008000083578,502,1,1,4,2
2008000083786,815,1,1,4,2
2008000083858,502,2,3,4,2
2008000083944,801,4,3,4,2
2008000084060,905,2,3,3,2
2008000084211,501,2,3,3,3
2008000084346,102,4,4,2,3
2008000084357,812,1,1,3,3
2008000084453,803,2,3,3,2
2008000084500,819,1,1,4,2
2008000084672,101,1,1,3,2
2008000084681,700,1,1,3,3
2008000084785,814,2,3,4,3
2008000084839,101,1,1,3,1
2008000084983,600,2,3,2,2
2008000085004,904,7,4,2,3
2008000085064,806,2,3,2,3
2008000085089,808,2,3,3,3
2008000085091,811,2,3,4,2
2008000085125,901,3,4,3,3
2008000085177,502,2,3,4,2
2008000085208,501,2,3,4,2
2008000085215,902,2,3,4,2
2008000085526,809,3,4,2,3
2008000085567,102,3,3,3,3
2008000085632,400,2,3,4,2
2008000085712,822,2,2,2,2
2008000086037,822,2,3,3,3
2008000086151,103,4,4,2,2
2008000086207,103,1,1,4,2
2008000086211,812,2,2,2,2
2008000086461,101,4,4,2,2
2008000086520,905,4,2,3,2
2008000086603,807,4,4,2,2
2008000086908,600,3,4,2,2
2008000087028,815,4,4,3,3
2008000087029,821,4,4,3,3
2008000087067,801,2,3,2,2
2008000087072,804,2,3,2,2
2008000087081,803,1,1,4,2
2008000087101,808,2,3,3,2
2008000087169,400,3,3,3,2
2008000087212,801,2,3,3,3
2008000087266,808,3,4,2,2
2008000087368,817,5,4,3,3
2008000087455,802,2,3,3,2
2008000087477,502,1,1,3,1
2008000087566,809,3,4,1,2
2008000087614,817,1,1,2,1
2008000087849,816,1,1,3,2
2008000087881,815,7,4,2,1
2008000088147,808,2,3,2,3
2008000088178,811,3,4,3,3
2008000088254,200,3,4,2,3
2008000088273,815,1,1,4,1
2008000088299,815,2,3,1,2
2008000088339,806,3,4,2,3
2008000088428,904,1,1,2,2
2008000088470,700,4,4,2,2
2008000088493,103,4,4,2,3
2008000088597,801,1,1,2,1
2008000088650,600,3,4,3,2
2008000088772,820,1,1,3,2
2008000088920,809,1,1,1,2
2008000088930,822,1,1,2,2
2008000089065,809,1,1,3,2
2008000089092,600,1,1,3,2
2008000089389,502,4,4,3,2
2008000089397,817,3,4,2,3
2008000089416,103,5,4,2,2
2008000089493,822,3,4,3,3
2008000089524,901,3,4,2,2
2008000089527,804,1,1,4,2
2008000089560,801,1,1,4,2
2008000089616,903,2,3,3,2
2008000089667,815,1,1,3,3
2008000089800,816,2,3,3,2
2008000089880,813,1,1,2,3
2008000089991,905,3,4,2,2
2008000090060,400,6,4,2,2
2008000090064,813,1,1,3,2
2008000090104,905,3,4,3,3
2008000090105,807,4,4,1,2
2008000090127,813,1,1,2,3
2008000090193,502,3,3,3,2
2008000090218,200,2,3,3,3
2008000090315,502,5,4,2,2
2008000090422,400,2,3,4,2
2008000090467,816,2,3,3,2
2008000090499,200,2,3,2,2
2008000090520,811,2,3,4,3
2008000090606,804,3,3,2,3
2008000090672,400,2,3,3,2
2008000090789,814,2,3,3,2
2008000090808,820,3,4,2,2
2008000090957,700,4,4,2,2
2008000091057,816,2,3,3,2
2008000091139,807,2,3,2,2
2008000091277,801,2,3,2,3
2008000091290,904,2,3,2,2
2008000091356,810,2,3,3,2
2008000091394,808,2,3,4,3
2008000091470,101,4,2,2,2
2008000091533,103,1,1,4,2
2008000091580,814,2,3,2,2
2008000091676,502,2,2,2,2
2008000091730,809,1,1,3,2
2008000091771,502,1,1,4,2
2008000091800,902,3,4,2,2
2008000091831,813,1,1,4,1
2008000091898,817,2,3,4,2
2008000092039,102,1,1,2,2
2008000092190,1000,1,1,4,2
2008000092269,817,2,3,3,2
2008000092349,822,3,3,3,2
2008000092416,807,2,3,2,3
2008000092486,802,1,1,3,2
2008000092531,102,2,3,2,2
2008000092585,400,1,1,3,1
2008000092616,815,1,1,2,2
2008000092679,822,2,3,3,3
2008000092752,805,1,1,3,2
2008000092849,400,2,3,1,2
2008000093015,807,1,1,3,2
2008000093153,822,3,3,4,2
2008000093180,821,4,4,2,2
2008000093289,808,3,4,2,2
2008000093612,600,2,3,4,3
2008000093617,810,1,1,2,2
2008000093632,806,1,1,2,1
2008000093699,809,2,3,3,2
2008000093729,300,5,4,2,3
2008000093735,819,1,1,3,2
2008000093873,200,3,3,1,2
2008000093885,300,1,1,3,2
2008000094163,804,1,1,3,2
2008000094225,816,2,3,1,2
2008000094485,819,4,4,2,3
2008000094506,822,4,4,3,3
2008000094616,817,1,1,4,1
2008000094665,819,6,4,2,2
2008000094670,803,1,1,2,2
2008000094675,300,1,1,3,2
2008000094773,807,2,3,3,3
2008000094836,808,4,4,2,3
2008000094881,902,3,4,3,2
2008000095069,818,2,3,4,2
2008000095105,819,3,4,3,2
2008000095125,103,1,1,4,2
2008000095205,300,3,4,2,2
2008000095212,822,5,4,2,3
2008000095231,904,2,3,3,2
2008000095304,600,2,3,4,2
2008000095434,700,1,1,3,2
2008000095472,502,2,3,4,2
2008000095535,904,3,4,3,2
2008000095581,802,2,3,2,3
2008000095599,805,1,1,3,1
2008000095806,200,2,3,2,3
2008000095842,905,2,3,4,2
2008000096032,400,3,3,3,2
2008000096045,812,1,1,4,1
2008000096156,802,4,2,1,2
2008000096192,902,2,3,3,2
2008000096301,809,2,3,4,2
2008000096379,817,5,3,3,3
2008000096392,902,3,3,3,2
2008000096415,300,5,4,2,2
2008000096481,802,2,3,3,3
2008000096494,300,1,1,3,2
2008000096534,816,2,3,3,2
2008000096558,902,2,3,4,2
2008000096559,814,1,1,4,1
2008000096566,802,1,1,2,2
2008000096577,817,2,3,4,2
2008000096667,806,5,2,2,2
2008000096715,901,2,3,4,2
2008000096738,804,1,1,3,2
2008000096757,817,2,3,3,2
2008000096758,903,1,1,3,1
2008000096984,812,5,4,2,3
2008000097030,801,4,4,3,3
2008000097055,501,2,2,2,2
2008000097149,600,2,3,3,2
2008000097195,807,2,2,3,1
2008000097266,812,1,1,2,2
2008000097307,903,1,1,2,2
2008000097321,814,1,1,4,1
2008000097347,818,2,3,4,2
2008000097419,804,2,3,1,1
2008000097451,820,5,3,2,2
2008000097474,802,3,4,2,2
2008000097504,905,1,1,4,2
2008000097568,901,1,1,3,1
2008000097627,818,6,4,2,2
2008000097630,813,2,3,2,3
2008000097669,812,1,1,4,1
2008000097746,200,1,1,3,1
2008000097901,802,2,3,2,2
2008000097983,901,4,3,3,3
2008000098056,903,2,3,3,3
2008000098141,502,1,1,3,1
2008000098246,813,2,3,1,2
2008000098276,902,2,3,4,1
2008000098314,812,1,1,1,1
2008000098435,103,4,4,3,2
2008000098469,807,2,3,2,2
2008000098669,501,2,3,4,2
2008000098680,901,5,4,2,2
2008000098771,200,2,3,4,2
2008000098861,808,2,3,3,3
2008000098929,809,5,3,3,3
2008000098930,905,1,1,3,2
2008000099109,807,4,4,2,3
2008000099159,809,2,3,4,3
2008000099358,807,4,4,2,3
2008000099446,300,2,2,2,2
2008000099524,815,1,1,2,2
2008000099539,821,2,3,4,2
2008000099573,820,5,3,4,3
2008000099628,902,1,1,3,2
2008000099712,822,4,4,2,3
2008000099726,809,3,4,2,2
2008000099733,200,6,2,2,1
2008000099772,103,2,3,1,2
2008000099835,300,4,4,2,2
2008000099924,901,4,4,3,2
2008000099926,808,4,4,3,3
2008000099986,813,2,3,3,3
2008000100013,805,5,4,3,3
2008000100017,811,2,3,3,3
2008000100056,101,2,3,3,3
2008000100067,815,1,1,4,2
2008000100150,1000,2,3,3,2
2008000100246,502,1,1,1,2
2008000100342,804,2,2,2,2
2008000100378,822,2,2,3,2
2008000100477,501,1,1,4,2
2008000100528,600,2,3,4,2
2008000100534,102,3,3,3,2
2008000100549,102,5,4,2,2
2008000100554,811,3,2,2,2
2008000100631,808,2,3,3,2
2008000100638,600,5,3,3,2
2008000100801,600,3,4,2,2
2008000100807,400,3,4,3,2
2008000100816,102,4,4,2,3
2008000100970,501,3,4,2,2
2008000101133,902,2,3,3,3
2008000101155,818,1,1,3,2
2008000101162,200,1,1,2,2
2008000101221,815,2,3,2,3
2008000101344,808,4,4,2,3
2008000101345,102,5,4,2,2
2008000101374,818,1,1,4,2
2008000101407,1000,2,3,4,2
2008000101414,200,6,4,2,2
2008000101586,822,5,4,2,2
2008000101652,902,1,1,3,2
2008000101729,103,3,3,4,2
2008000101895,818,4,4,3,2
2008000102001,801,2,3,3,3
2008000102040,600,4,4,3,2
2008000102168,814,2,3,3,3
2008000102387,815,1,1,3,2
2008000102440,1000,1,1,4,2
2008000102457,802,4,4,2,2
2008000102502,102,1,1,4,2
2008000102504,810,1,1,4,1
2008000102525,400,1,1,4,2
2008000102548,804,4,4,2,2
2008000102602,819,2,3,4,3
2008000102629,810,2,3,4,2
2008000102734,902,4,4,3,3
2008000102770,819,3,4,3,2
2008000102817,819,2,3,3,3
2008000102865,502,1,1,4,2
2008000102878,821,4,4,3,3
2008000102897,905,1,1,4,2
2008000102920,801,2,3,2,3
2008000103016,805,2,3,3,2
2008000103048,902,2,3,4,3
2008000103124,600,4,4,3,2
2008000103173,501,3,3,3,2
2008000103297,808,1,1,4,1
2008000103414,901,1,1,3,2
2008000103614,903,2,2,2,1
2008000103653,905,2,3,4,2
2008000103670,903,3,4,3,3
2008000103683,812,5,4,2,2
2008000103689,502,1,1,3,1
2008000103951,600,3,3,3,3
2008000103973,103,4,4,3,3
2008000104033,502,3,4,2,3
2008000104276,815,1,1,3,2
2008000104360,811,1,1,2,2
2008000104377,501,4,4,2,2
2008000104389,812,4,3,3,2
2008000104523,802,4,4,3,3
2008000104587,819,2,3,4,2
2008000104608,804,2,2,2,2
2008000104836,813,5,3,3,3
2008000104900,101,4,4,2,2
2008000104968,501,1,1,3,2
2008000105018,300,1,1,3,2
2008000105066,101,1,1,4,2
2008000105083,801,1,1,3,2
2008000105179,818,5,4,2,2
2008000105187,814,2,3,3,3
2008000105252,904,2,2,3,1
2008000105283,807,2,3,4,3
2008000105299,822,2,3,3,2
2008000105324,300,2,3,3,3
2008000105414,903,2,3,3,2
2008000105432,822,3,3,3,3
2008000105527,101,1,1,2,2
2008000105563,806,2,3,3,2
2008000105579,103,2,3,2,3
2008000105641,822,4,4,2,3
2008000105644,300,4,4,2,2
2008000105678,806,4,4,2,2
2008000105697,802,1,1,2,2
2008000105759,820,1,1,3,3
2008000105765,300,2,3,4,2
2008000106057,903,3,3,4,2
2008000106144,802,2,3,4,2
2008000106147,300,2,2,2,2
2008000106169,811,4,4,2,3
2008000106185,811,1,1,3,1
2008000106250,1000,1,1,3,2
2008000106307,815,1,1,3,2
2008000106497,804,1,1,4,1
2008000106504,802,2,3,3,3
2008000106559,820,5,4,3,2
2008000106566,808,2,3,4,3
2008000106573,805,1,1,2,2
2008000106601,814,1,1,2,1
2008000106617,805,2,3,2,2
2008000106833,812,2,3,3,2
2008000107015,803,2,3,3,3
2008000107036,501,4,4,2,2
2008000107178,811,1,1,2,2
2008000107407,817,5,3,4,3
2008000107447,102,1,1,3,2
2008000107473,102,2,2,2,1
2008000107575,1000,2,3,4,3
2008000107672,801,2,3,4,2
2008000107926,501,2,3,2,2
2008000108165,812,1,1,2,2
2008000108266,1000,3,4,2,3
2008000108271,810,3,3,4,3
2008000108352,810,1,1,4,2
2008000108364,802,4,4,2,2
2008000108519,818,2,3,4,2
2008000108666,806,2,3,2,2
2008000108719,810,1,1,2,1
2008000108784,818,2,3,3,2
2008000108937,808,2,3,1,2
2008000109014,400,1,1,4,2
2008000109080,700,2,3,4,2
2008000109148,801,3,4,2,3
2008000109161,820,2,3,3,3
2008000109167,801,5,4,3,3
2008000109291,809,3,4,3,2
2008000109559,820,2,3,4,2
2008000109574,400,2,3,4,2
2008000109594,600,2,3,4,2
2008000109618,818,2,3,3,2
2008000109642,904,4,4,2,2
2008000109673,805,5,4,1,2
2008000109714,103,6,4,2,3
2008000109777,819,4,4,2,2
2008000109859,400,2,3,4,2
2008000109862,102,5,4,2,2
2008000109938,819,2,3,3,3
2008000110001,820,3,3,3,2
2008000110090,700,1,1,2,2
2008000110140,103,1,1,3,2
2008000110194,804,4,3,3,3
2008000110209,901,4,4,2,2
2008000110213,101,4,4,3,3
2008000110237,806,3,3,2,2
2008000110515,809,2,3,3,2
2008000110646,1000,3,4,3,2
2008000110735,819,4,4,2,2
2008000111039,1000,2,3,3,3
2008000111061,820,4,4,3,3
2008000111067,103,2,3,4,2
2008000111101,300,2,3,3,2
2008000111103,808,3,3,3,2
2008000111174,805,3,4,2,3
2008000111195,600,2,3,4,2
2008000111285,813,2,3,2,3
2008000111426,700,4,4,2,3
2008000111449,600,2,3,3,3
2008000111457,102,1,1,2,2
2008000111507,816,2,3,2,2
2008000111566,810,1,1,4,2
2008000111587,810,3,3,3,3
2008000111687,821,1,1,2,2
2008000111751,821,3,4,2,3
2008000111881,807,3,3,3,3
2008000111921,819,2,3,3,3
2008000111965,502,2,3,3,3
2008000111973,905,1,1,2,2
2008000112004,501,4,3,3,2
2008000112008,901,3,3,3,2
2008000112069,810,2,2,3,1
2008000112103,806,2,3,2,3
2008000112106,805,2,3,2,2
2008000112232,102,2,3,3,2
2008000112265,809,2,3,4,2
2008000112316,502,6,4,2,2
2008000112383,901,2,3,3,3
2008000112432,905,5,4,3,3
2008000112461,802,1,1,3,2
2008000112742,802,2,3,2,2
2008000112752,903,6,4,2,2
2008000112799,901,5,4,2,1
2008000112822,501,6,4,2,2
2008000112864,822,5,4,3,3
2008000112885,808,2,3,3,2
2008000112949,400,1,1,3,2
2008000113036,813,1,1,3,2
2008000113089,600,4,4,3,2
2008000113152,102,3,2,2,2
2008000113170,814,2,3,4,1
2008000113188,802,1,1,4,3
2008000113258,101,1,1,2,2
2008000113701,400,2,3,4,2
2008000113751,102,2,3,3,2
2008000113806,818,2,3,2,2
2008000113860,819,1,1,3,3
2008000114142,803,1,1,3,2
2008000114247,803,3,2,2,1
2008000114299,805,1,1,4,2
2008000114314,501,1,1,4,2
2008000114374,822,6,4,3,2
2008000114472,600,2,3,3,2
2008000114643,501,2,3,4,2
2008000114809,813,4,4,2,2
2008000114921,700,2,3,4,3
