hid,sample_geo,groupquarter,groupquarter_dummy,groupquarter_old
2012000120889,400,1,1,1
2012000121123,820,1,1,1
2012000121644,803,1,1,2
2012000122111,814,1,1,2
2012000122169,818,1,1,2
2012000122227,400,1,1,1
2012000123688,300,1,1,2
2012000123885,502,1,1,1
2012000123899,901,1,1,2
2012000125338,818,1,1,2
2012000126604,803,1,1,2
2012000126811,812,1,1,2
2012000129088,600,1,1,1
2012000129362,803,1,1,2
2012000129608,814,1,1,2
2012000129806,101,1,1,2
2012000129971,812,1,1,1
2012000130094,600,1,1,2
2012000130470,400,1,1,2
2012000131363,812,1,1,1
2012000131434,600,1,1,1
2012000131724,300,1,1,2
2012000131962,812,1,1,1
2012000133034,813,1,1,2
2012000133068,807,1,1,1
2012000134890,400,1,1,1
2012000137087,1000,1,1,1
2012000137134,901,1,1,2
2012000137418,901,1,1,2
2012000138953,101,1,1,1
2012000140864,815,1,1,1
2012000141360,200,1,1,2
2012000141487,1000,1,1,1
2012000141500,600,1,1,2
2012000141508,803,1,1,1
2012000141801,502,1,1,2
2012000141939,400,1,1,1
2012000143889,818,1,1,1
2012000145026,102,1,1,1
2012000145196,400,1,1,1
2012000146002,1000,1,1,1
2012000146316,902,1,1,1
2012000146779,502,1,1,1
2012000147241,103,1,1,2
2012000147956,600,1,1,1
2012000147964,901,1,1,2
2012000148432,807,1,1,1
2012000149467,1000,1,1,1
2012000149650,810,1,1,2
2012000151290,901,1,1,2
2012000151785,501,1,1,1
2012000152138,812,1,1,1
2012000152146,803,1,1,2
2012000152468,502,1,1,1
2012000153579,400,1,1,1
2012000153945,818,1,1,1
2012000153992,805,1,1,1
2012000155663,803,1,1,2
2012000156338,803,1,1,2
2012000156512,103,1,1,2
2012000156535,818,1,1,2
2012000157042,814,1,1,2
2012000157234,818,1,1,1
2012000159036,200,1,1,2
2012000159043,1000,1,1,1
2012000159391,901,1,1,2
2012000160312,819,1,1,1
2012000160495,813,1,1,2
2012000161659,103,1,1,2
2012000162209,1000,1,1,1
2012000162248,902,1,1,2
2012000163886,811,1,1,1
2012000164448,300,1,1,2
2012000165026,801,1,1,2
2012000166012,813,1,1,1
2012000166778,819,1,1,2
2012000167190,1000,1,1,1
2012000167496,501,1,1,1
2012000167546,102,1,1,1
2012000167939,600,1,1,2
2012000171038,600,1,1,2
2012000171690,807,1,1,1
2012000172128,103,1,1,2
2012000173254,1000,1,1,1
2012000176295,200,1,1,2
2012000176820,812,1,1,1
2012000177482,1000,1,1,1
2012000179761,1000,1,1,1
2012000181101,502,1,1,1
2012000181482,400,1,1,1
2012000182429,803,1,1,2
2012000182743,200,1,1,2
2012000182806,901,1,1,2
2012000184248,819,1,1,1
2012000184851,300,1,1,2
2012000185186,803,1,1,1
2012000185212,905,1,1,2
2012000188396,815,1,1,2
2012000190346,501,1,1,2
2012000190484,812,1,1,1
2012000191963,1000,1,1,1
2012000192045,818,1,1,2
2012000193627,807,1,1,1
2012000194112,501,1,1,2
2012000194156,502,1,1,1
2012000195326,811,1,1,2
2012000195498,101,1,1,1
2012000195798,818,1,1,1
2012000196333,300,1,1,1
2012000196621,502,1,1,1
2012000197737,808,1,1,2
2012000199753,501,1,1,1
2012000199916,903,1,1,2
2012000200436,1000,1,1,1
2012000200449,901,1,1,2
2012000201326,903,1,1,1
2012000202199,901,1,1,2
2012000202624,600,1,1,1
2012000203811,819,1,1,1
2012000205283,1000,1,1,1
2012000205321,1000,1,1,1
2012000205416,400,1,1,2
2012000205956,200,1,1,2
2012000206057,1000,1,1,1
2012000206767,200,1,1,2
2012000207575,502,1,1,1
2012000208969,822,1,1,1
2012000209589,901,1,1,2
2012000210648,905,1,1,1
2012000210649,808,1,1,1
2012000211043,807,1,1,1
2012000211125,811,1,1,2
2012000211937,903,1,1,2
2012000212719,813,1,1,2
2012000212979,400,1,1,1
2012000213717,200,1,1,2
2012000215601,901,1,1,2
2012000215739,810,1,1,2
2012000215946,818,1,1,2
2012000216051,1000,1,1,1
2012000216450,1000,1,1,1
2012000216578,818,1,1,2
2012000218162,803,1,1,2
2012000218917,820,1,1,1
2012000219075,400,1,1,1
2012000220370,101,1,1,2
2012000221211,102,1,1,1
2012000221473,501,1,1,2
2012000221768,502,1,1,1
2012000223075,807,1,1,2
2012000224945,820,1,1,1
2012000225017,600,1,1,1
2012000225169,400,1,1,1
2012000225249,903,1,1,2
2012000226713,200,1,1,2
2012000227146,600,1,1,1
2012000227974,818,1,1,1
2012000227975,901,1,1,2
2012000228219,502,1,1,1
2012000228226,501,1,1,1
2012000228645,103,1,1,2
2012000228827,803,1,1,2
2012000228876,101,1,1,2
2012000229040,1000,1,1,1
2012000230153,901,1,1,2
2012000230623,901,1,1,2
2012000231191,803,1,1,2
2012000231518,813,1,1,2
2012000231549,803,1,1,2
2012000231659,808,1,1,2
2012000232059,700,1,1,1
2012000232382,821,1,1,2
2012000232601,816,1,1,2
2012000234296,803,1,1,2
2012000234512,502,1,1,1
2012000234808,803,1,1,2
2012000236372,815,1,1,1
2012000236493,815,1,1,1
2012000237111,813,1,1,1
2012000237836,810,1,1,1
2012000238225,1000,1,1,1
2012000238288,901,1,1,2
2012000238691,809,1,1,1
2012000239042,819,1,1,1
2012000240390,1000,1,1,1
2012000243262,803,1,1,1
2012000243731,200,1,1,1
2012000244157,901,1,1,2
2012000244946,904,1,1,2
2012000245039,901,1,1,2
2012000245237,810,1,1,1
2012000247758,502,1,1,2
2012000248349,200,1,1,2
2012000249853,801,1,1,1
2012000250205,101,1,1,2
2012000251378,901,1,1,2
2012000251779,818,1,1,1
2012000252632,400,1,1,1
2012000253364,200,1,1,1
2012000253675,502,1,1,1
2012000254638,103,1,1,1
2012000254757,803,1,1,2
2012000254792,818,1,1,2
2012000255793,820,1,1,2
2012000257024,804,1,1,1
2012000257366,901,1,1,1
2012000257630,810,1,1,2
2012000259133,902,1,1,1
2012000259386,400,1,1,1
2012000260272,812,1,1,1
2012000260306,1000,1,1,1
2012000261095,200,1,1,2
2012000261144,901,1,1,2
2012000261327,813,1,1,2
2012000261577,803,1,1,1
2012000262918,102,1,1,1
2012000263625,400,1,1,2
2012000263950,300,1,1,2
2012000264161,103,1,1,1
2012000264732,1000,1,1,1
2012000265473,103,1,1,1
2012000265524,818,1,1,1
2012000266888,600,1,1,1
2012000267165,902,1,1,1
2012000267996,812,1,1,1
2012000270162,600,1,1,2
2012000271014,600,1,1,1
2012000271295,813,1,1,2
2012000272404,901,1,1,2
2012000272434,502,1,1,2
2012000272528,200,1,1,1
2012000277108,400,1,1,1
2012000277285,818,1,1,1
2012000277600,803,1,1,2
2012000277607,811,1,1,1
2012000278858,901,1,1,2
2012000280722,813,1,1,2
2012000281089,400,1,1,1
2012000281691,600,1,1,2
2012000282202,1000,1,1,1
2012000282625,1000,1,1,2
2012000283783,812,1,1,2
2012000284090,400,1,1,1
2012000284953,600,1,1,1
2012000285158,808,1,1,1
2012000285367,1000,1,1,1
2012000285629,901,1,1,2
2012000285901,200,1,1,2
2012000286179,200,1,1,2
2012000286672,804,1,1,1
2012000287007,600,1,1,2
2012000287488,801,1,1,2
2012000287630,813,1,1,2
2012000288572,901,1,1,2
2012000288635,502,1,1,1
2012000289170,812,1,1,1
2012000290318,1000,1,1,1
2012000291637,600,1,1,2
2012000293374,901,1,1,2
2012000293735,300,1,1,2
2012000294165,600,1,1,2
2012000296753,400,1,1,1
2012000297345,808,1,1,2
2012000297358,803,1,1,1
2012000298573,818,1,1,1
2012000301456,901,1,1,2
2012000303003,1000,1,1,1
2012000303554,808,1,1,1
2012000303718,813,1,1,2
2012000304249,700,1,1,2
2012000304278,1000,1,1,1
2012000305851,400,1,1,1
2012000305915,812,1,1,1
2012000305957,815,1,1,1
2012000306781,901,1,1,2
2012000307364,400,1,1,1
2012000307843,1000,1,1,1
2012000308413,600,1,1,1
2012000309411,600,1,1,2
2012000310670,600,1,1,1
2012000311661,812,1,1,1
2012000312620,501,1,1,1
2012000312881,807,1,1,1
2012000313430,814,1,1,2
2012000315556,300,1,1,1
2012000316173,1000,1,1,1
2012000316178,814,1,1,2
2012000316940,200,1,1,2
2012000317468,818,1,1,2
2012000317683,1000,1,1,1
2012000318546,400,1,1,1
2012000318550,807,1,1,1
2012000318645,820,1,1,2
2012000318890,1000,1,1,1
2012000319317,901,1,1,2
2012000319602,1000,1,1,1
2012000320159,600,1,1,2
2012000320536,400,1,1,1
2012000320729,818,1,1,1
2012000321353,812,1,1,1
2012000321714,819,1,1,1
2012000321861,1000,1,1,1
2012000322110,902,1,1,1
2012000322756,600,1,1,1
2012000323166,812,1,1,1
2012000323348,700,1,1,2
2012000324099,1000,1,1,1
2012000324130,103,1,1,2
2012000326065,700,1,1,1
2012000328309,802,1,1,2
2012000329941,1000,1,1,1
2012000329977,814,1,1,2
2012000330487,814,1,1,2
2012000330576,600,1,1,2
2012000330838,805,1,1,2
2012000330978,1000,1,1,1
2012000333045,400,1,1,1
2012000333161,600,1,1,1
2012000333718,901,1,1,2
2012000333723,904,1,1,2
2012000334007,814,1,1,2
2012000334712,1000,1,1,1
2012000335417,817,1,1,2
2012000335996,1000,1,1,1
2012000336289,901,1,1,2
2012000336370,812,1,1,2
2012000336766,818,1,1,1
2012000336947,901,1,1,2
2012000338470,1000,1,1,1
2012000338988,502,1,1,2
2012000339223,101,1,1,1
2012000339314,810,1,1,1
2012000340531,501,1,1,1
2012000340961,300,1,1,2
2012000340993,102,1,1,1
2012000341027,816,1,1,2
2012000341400,818,1,1,2
2012000341582,811,1,1,1
2012000342085,812,1,1,2
2012000342434,803,1,1,2
2012000343320,813,1,1,2
2012000343501,102,1,1,2
2012000344124,805,1,1,1
2012000344857,102,1,1,1
2012000345330,300,1,1,1
2012000347369,812,1,1,1
2012000347407,600,1,1,1
2012000348662,200,1,1,1
2012000348713,1000,1,1,1
2012000348867,1000,1,1,1
2012000349232,813,1,1,2
2012000349685,400,1,1,1
2012000350250,819,1,1,1
2012000350711,812,1,1,1
2012000351746,801,1,1,1
2012000353460,501,1,1,1
2012000353485,812,1,1,1
2012000353921,815,1,1,1
2012000355215,101,1,1,2
2012000356919,815,1,1,2
2012000357150,818,1,1,2
2012000359789,103,1,1,2
2012000361318,400,1,1,1
2012000361410,600,1,1,1
2012000361638,818,1,1,1
2012000362171,901,1,1,2
2012000362586,1000,1,1,1
2012000362666,812,1,1,2
2012000362917,300,1,1,2
2012000363028,812,1,1,1
2012000363243,818,1,1,1
2012000363305,901,1,1,2
2012000363466,818,1,1,1
2012000363812,102,1,1,1
2012000364198,901,1,1,2
2012000364523,400,1,1,1
2012000366200,101,1,1,1
2012000366350,902,1,1,2
2012000367116,813,1,1,2
2012000367273,811,1,1,1
2012000368424,501,1,1,1
2012000369053,502,1,1,1
2012000369406,103,1,1,2
2012000369560,818,1,1,2
2012000371411,600,1,1,2
2012000371512,400,1,1,1
2012000371716,1000,1,1,1
2012000371806,903,1,1,2
2012000371887,400,1,1,1
2012000372150,1000,1,1,1
2012000372383,600,1,1,1
2012000372584,1000,1,1,1
2012000372612,803,1,1,1
2012000373073,400,1,1,1
2012000373287,200,1,1,2
2012000376020,803,1,1,2
2012000376872,905,1,1,1
2012000376920,200,1,1,2
2012000377655,801,1,1,1
2012000378994,1000,1,1,1
2012000382908,101,1,1,1
2012000383954,817,1,1,2
2012000384494,818,1,1,2
2012000386174,903,1,1,2
2012000386687,807,1,1,1
2012000387171,807,1,1,1
2012000387327,400,1,1,1
2012000388996,400,1,1,1
2012000389056,1000,1,1,1
2012000389938,1000,1,1,1
2012000391256,901,1,1,2
2012000392255,200,1,1,1
2012000392760,815,1,1,1
2012000393759,1000,1,1,1
2012000394621,901,1,1,2
2012000395260,809,1,1,1
2012000396928,811,1,1,1
2012000397545,300,1,1,2
2012000398904,300,1,1,2
2012000399167,812,1,1,1
2012000399891,600,1,1,2
2012000400582,400,1,1,1
2012000400931,818,1,1,2
2012000403099,818,1,1,1
2012000403180,814,1,1,2
2012000403189,810,1,1,2
2012000404158,101,1,1,2
2012000405085,1000,1,1,1
2012000405246,600,1,1,1
2012000406580,822,1,1,1
2012000406879,102,1,1,2
2012000407033,905,1,1,2
2012000407210,803,1,1,2
2012000407729,815,1,1,1
2012000408282,200,1,1,2
2012000408555,819,1,1,2
2012000408977,813,1,1,2
2012000409737,901,1,1,2
2012000410396,902,1,1,1
2012000413372,1000,1,1,1
2012000413425,502,1,1,2
2012000413562,901,1,1,2
2012000414384,813,1,1,1
2012000414751,901,1,1,2
2012000415516,901,1,1,2
2012000416580,810,1,1,1
2012000416750,803,1,1,1
2012000417509,803,1,1,2
2012000417684,818,1,1,2
2012000417698,803,1,1,2
2012000419549,809,1,1,1
2012000419653,813,1,1,2
2012000420262,1000,1,1,1
2012000420426,502,1,1,1
2012000420863,1000,1,1,1
2012000421129,901,1,1,2
2012000422076,803,1,1,2
2012000422208,400,1,1,1
2012000422439,803,1,1,2
2012000422704,816,1,1,1
2012000423681,600,1,1,2
2012000424062,502,1,1,1
2012000424159,813,1,1,2
2012000424381,803,1,1,2
2012000425664,502,1,1,1
2012000426327,820,1,1,1
2012000426414,807,1,1,1
2012000426726,502,1,1,1
2012000427294,816,1,1,1
2012000428773,807,1,1,1
2012000429211,815,1,1,1
2012000429380,814,1,1,2
2012000432589,812,1,1,2
2012000432773,103,1,1,1
2012000433967,1000,1,1,1
2012000436397,901,1,1,2
2012000436693,901,1,1,2
2012000436898,802,1,1,1
2012000439113,901,1,1,2
2012000439517,103,1,1,1
2012000441808,803,1,1,2
2012000442179,1000,1,1,1
2012000442642,901,1,1,2
2012000443055,200,1,1,1
2012000443689,102,1,1,1
2012000444761,817,1,1,1
2012000444831,822,1,1,2
2012000445160,200,1,1,2
2012000445310,814,1,1,1
2012000445439,812,1,1,1
2012000445604,600,1,1,2
2012000446763,300,1,1,2
2012000447100,803,1,1,2
2012000448151,904,1,1,2
2012000448388,901,1,1,2
2012000451090,1000,1,1,2
2012000451234,803,1,1,2
2012000451877,400,1,1,1
2012000451903,400,1,1,1
2012000452170,1000,1,1,1
2012000452262,811,1,1,2
2012000452450,600,1,1,2
2012000452470,501,1,1,2
2012000453108,809,1,1,1
2012000453584,501,1,1,2
2012000454086,200,1,1,2
2012000454882,901,1,1,2
2012000455085,400,1,1,1
2012000455189,812,1,1,1
2012000456802,812,1,1,1
2012000457294,901,1,1,2
2012000457642,822,1,1,2
2012000458527,1000,1,1,1
2012000458930,822,1,1,1
2012000459932,502,1,1,1
2012000462266,502,1,1,2
2012000462421,903,1,1,2
2012000462548,502,1,1,1
2012000463043,700,1,1,2
2012000463292,600,1,1,2
2012000463718,300,1,1,2
2012000464132,808,1,1,1
2012000465176,501,1,1,2
2012000465461,901,1,1,2
2012000465696,815,1,1,2
2012000466110,400,1,1,1
2012000466724,807,1,1,1
2012000467121,807,1,1,1
2012000468827,814,1,1,2
2012000469892,103,1,1,2
2012000470637,1000,1,1,2
2012000470899,901,1,1,2
2012000472836,1000,1,1,1
2012000475073,901,1,1,2
2012000475492,901,1,1,2
2012000477046,816,1,1,1
2012000477752,103,1,1,1
2012000477907,803,1,1,2
2012000478194,901,1,1,2
2012000479781,803,1,1,2
2012000479877,901,1,1,2
2012000480373,811,1,1,1
2012000480492,810,1,1,1
2012000480683,501,1,1,2
2012000480938,101,1,1,1
2012000481748,700,1,1,2
2012000482409,1000,1,1,1
2012000482740,1000,1,1,2
2012000482785,700,1,1,1
2012000483685,501,1,1,2
2012000484314,803,1,1,2
2012000485408,901,1,1,2
2012000485831,803,1,1,2
2012000486681,400,1,1,1
2012000487783,600,1,1,1
2012000489852,810,1,1,2
2012000490315,101,1,1,1
2012000491872,811,1,1,2
2012000491952,813,1,1,2
2012000492202,801,1,1,2
2012000492467,803,1,1,2
2012000493401,803,1,1,2
2012000493530,901,1,1,2
2012000493644,502,1,1,1
2012000494381,813,1,1,1
2012000495421,400,1,1,1
2012000496399,400,1,1,1
2012000496900,101,1,1,1
2012000497321,400,1,1,1
2012000497335,803,1,1,2
2012000498194,200,1,1,2
2012000498479,200,1,1,2
2012000499086,1000,1,1,1
2012000500369,1000,1,1,1
2012000501930,502,1,1,2
2012000502787,400,1,1,1
2012000502849,801,1,1,1
2012000502957,808,1,1,1
2012000503462,600,1,1,1
2012000503803,901,1,1,2
2012000504591,810,1,1,2
2012000505836,600,1,1,1
2012000505927,818,1,1,2
2012000506453,808,1,1,2
2012000506562,200,1,1,1
2012000506565,400,1,1,1
2012000507082,502,1,1,2
2012000508627,200,1,1,1
2012000510756,901,1,1,2
2012000511026,101,1,1,2
2012000511129,901,1,1,2
2012000511178,901,1,1,2
2012000512507,101,1,1,1
2012000512663,1000,1,1,1
2012000514386,502,1,1,1
2012000514874,811,1,1,1
2012000515853,200,1,1,1
2012000516226,103,1,1,1
2012000517274,813,1,1,2
2012000517601,807,1,1,1
2012000517885,600,1,1,1
2012000518097,1000,1,1,1
2012000518285,803,1,1,2
2012000518967,300,1,1,2
2012000519069,200,1,1,2
2012000519236,809,1,1,1
2012000519550,400,1,1,1
2012000520672,809,1,1,1
2012000521563,803,1,1,2
2012000523410,600,1,1,2
2012000523681,809,1,1,1
2012000524471,815,1,1,1
2012000526401,400,1,1,2
2012000527140,818,1,1,2
2012000527845,200,1,1,2
2012000528100,102,1,1,2
2012000530179,101,1,1,2
2012000530412,903,1,1,2
2012000531553,903,1,1,1
2012000531875,803,1,1,2
2012000536114,807,1,1,1
2012000536542,600,1,1,2
2012000536791,1000,1,1,1
2012000538084,902,1,1,1
2012000538433,1000,1,1,1
2012000538620,300,1,1,2
2012000538749,1000,1,1,1
2012000538759,812,1,1,1
2012000539241,400,1,1,2
2012000539700,103,1,1,2
2012000540966,820,1,1,1
2012000541355,200,1,1,2
2012000541724,815,1,1,1
2012000542037,400,1,1,1
2012000542893,803,1,1,2
2012000543254,808,1,1,2
2012000544088,501,1,1,1
2012000545260,807,1,1,2
2012000545823,808,1,1,1
2012000547448,903,1,1,2
2012000547796,400,1,1,1
2012000549952,101,1,1,2
2012000550201,818,1,1,1
2012000551613,400,1,1,1
2012000551688,200,1,1,2
2012000551915,300,1,1,2
2012000552483,1000,1,1,1
2012000552583,901,1,1,2
2012000552755,901,1,1,2
2012000552862,815,1,1,2
2012000553983,200,1,1,2
2012000554002,600,1,1,2
2012000555190,700,1,1,1
2012000556590,903,1,1,2
2012000557724,802,1,1,1
2012000560724,101,1,1,1
2012000561018,200,1,1,1
2012000561095,803,1,1,2
2012000561519,905,1,1,2
2012000562161,901,1,1,2
2012000564424,901,1,1,2
2012000565238,814,1,1,2
2012000566045,809,1,1,1
2012000567614,815,1,1,1
2012000568784,812,1,1,1
2012000570201,818,1,1,2
2012000570508,818,1,1,2
2012000570704,903,1,1,2
2012000570833,805,1,1,1
2012000572152,501,1,1,1
2012000572516,901,1,1,2
2012000574109,300,1,1,2
2012000574681,200,1,1,2
2012000576877,903,1,1,2
2012000576895,817,1,1,1
2012000577478,903,1,1,1
2012000577492,901,1,1,2
2012000577953,820,1,1,1
2012000578064,812,1,1,2
2012000578425,600,1,1,2
2012000579186,903,1,1,2
2012000579459,1000,1,1,1
2012000579705,818,1,1,1
2012000580495,902,1,1,1
2012000583678,905,1,1,2
2012000584403,1000,1,1,1
2012000585342,905,1,1,2
2012000585983,901,1,1,2
2012000586162,1000,1,1,1
2012000586364,300,1,1,2
2012000586489,901,1,1,2
2012000586905,803,1,1,2
2012000588045,803,1,1,2
2012000588382,818,1,1,1
2012000588846,803,1,1,2
2012000590925,200,1,1,2
2012000591293,818,1,1,2
2012000592291,817,1,1,2
2012000592361,1000,1,1,1
2012000592373,1000,1,1,1
2012000592427,103,1,1,2
2012000592588,811,1,1,2
2012000592795,501,1,1,2
2012000593016,102,1,1,1
2012000593107,901,1,1,2
2012000593722,902,1,1,1
2012000593935,400,1,1,1
2012000594037,813,1,1,1
2012000594168,600,1,1,1
2012000594399,803,1,1,2
2012000594443,807,1,1,1
2012000596063,813,1,1,2
2012000596445,818,1,1,2
2012000598136,400,1,1,1
2012000598300,400,1,1,1
2012000598310,901,1,1,2
2012000598510,700,1,1,2
2012000599180,803,1,1,2
2012000599272,903,1,1,1
2012000600535,1000,1,1,1
2012000601401,501,1,1,1
2012000601543,812,1,1,2
2012000601970,400,1,1,1
2012000602212,812,1,1,1
2012000603686,901,1,1,2
2012000604007,1000,1,1,1
2012000604482,102,1,1,1
2012000607643,200,1,1,2
2012000607745,803,1,1,1
2012000607946,905,1,1,2
2012000608503,901,1,1,1
2012000608694,903,1,1,1
2012000609546,901,1,1,2
2012000609565,200,1,1,1
2012000611444,400,1,1,1
2012000612834,822,1,1,1
2012000613675,400,1,1,1
2012000615813,815,1,1,1
2012000616415,901,1,1,2
2012000616821,200,1,1,2
2012000617055,905,1,1,1
2012000617065,901,1,1,2
2012000618047,808,1,1,1
2012000619158,816,1,1,2
2012000619181,803,1,1,2
2012000619310,901,1,1,2
2012000619665,803,1,1,2
2012000620845,903,1,1,2
2012000621891,813,1,1,2
2012000622138,103,1,1,2
2012000623164,300,1,1,2
2012000623995,808,1,1,1
2012000624815,901,1,1,2
2012000626456,400,1,1,1
2012000626781,816,1,1,1
2012000627991,815,1,1,1
2012000628569,812,1,1,1
2012000629265,812,1,1,1
2012000631316,901,1,1,2
2012000633631,901,1,1,2
2012000634275,400,1,1,1
2012000634844,501,1,1,2
2012000637157,803,1,1,2
2012000639086,502,1,1,2
2012000639721,803,1,1,2
2012000640337,905,1,1,2
2012000640731,1000,1,1,1
2012000641413,901,1,1,2
2012000643284,808,1,1,1
2012000643339,807,1,1,1
2012000643575,502,1,1,1
2012000643628,502,1,1,1
2012000643648,101,1,1,2
2012000644039,810,1,1,1
2012000644753,803,1,1,1
2012000646209,300,1,1,2
2012000647434,802,1,1,1
2012000647706,700,1,1,1
2012000647911,103,1,1,1
2012000648206,502,1,1,1
2012000651266,502,1,1,1
2012000651621,808,1,1,2
2012000652796,803,1,1,1
2012000653028,802,1,1,2
2012000653404,813,1,1,2
2012000653482,804,1,1,2
2012000653722,803,1,1,2
2012000653848,400,1,1,1
2012000654600,102,1,1,2
2012000655444,901,1,1,2
2012000655644,600,1,1,2
2012000656522,400,1,1,1
2012000657258,600,1,1,1
2012000657594,400,1,1,1
2012000658236,400,1,1,1
2012000658692,813,1,1,1
2012000659072,802,1,1,1
2012000659303,818,1,1,2
2012000660085,817,1,1,1
2012000661595,815,1,1,1
2012000661950,1000,1,1,1
2012000662387,1000,1,1,1
2012000662810,812,1,1,1
2012000664944,400,1,1,1
2012000668189,803,1,1,2
2012000670561,1000,1,1,1
2012000670952,200,1,1,2
2012000672330,200,1,1,2
2012000672806,803,1,1,1
2012000673260,812,1,1,2
2012000674189,813,1,1,2
2012000675220,400,1,1,1
2012000675607,1000,1,1,2
2012000676124,400,1,1,1
2012000679903,200,1,1,2
2012000680087,812,1,1,2
2012000682339,808,1,1,1
2012000682776,814,1,1,2
2012000683107,901,1,1,2
2012000684051,400,1,1,1
2012000684657,600,1,1,2
2012000684691,901,1,1,2
2012000684850,812,1,1,1
2012000684884,801,1,1,1
2012000685799,901,1,1,2
2012000687684,200,1,1,2
2012000688196,101,1,1,1
2012000688720,808,1,1,2
2012000689309,901,1,1,2
2012000689344,812,1,1,1
2012000690720,400,1,1,1
2012000692306,812,1,1,1
2012000693225,816,1,1,2
2012000694913,600,1,1,2
2012000695085,1000,1,1,1
2012000695321,200,1,1,2
2012000695636,1000,1,1,1
2012000696464,807,1,1,2
2012000699212,300,1,1,1
2012000699437,812,1,1,1
2012000700737,903,1,1,2
2012000701177,811,1,1,2
2012000701704,903,1,1,2
2012000702200,817,1,1,1
2012000702257,819,1,1,1
2012000702645,1000,1,1,1
2012000706862,1000,1,1,1
2012000706955,400,1,1,1
2012000707044,903,1,1,1
2012000707420,103,1,1,2
2012000707427,200,1,1,2
2012000707523,819,1,1,1
2012000709053,600,1,1,2
2012000709648,901,1,1,2
2012000710295,200,1,1,2
2012000711062,400,1,1,1
2012000711469,700,1,1,2
2012000712678,802,1,1,1
2012000714570,600,1,1,1
2012000714830,803,1,1,1
2012000715115,814,1,1,2
2012000715953,501,1,1,1
2012000716343,822,1,1,1
2012000717080,901,1,1,2
2012000718792,816,1,1,2
2012000720250,901,1,1,2
2012000720553,903,1,1,1
2012000720563,600,1,1,1
2012000721711,813,1,1,2
2012000722430,803,1,1,2
2012000722635,502,1,1,1
2012000724402,901,1,1,2
2012000725092,600,1,1,1
2012000725441,903,1,1,2
2012000725605,901,1,1,2
2012000725973,812,1,1,2
2012000726717,901,1,1,2
2012000726728,101,1,1,1
2012000729147,102,1,1,1
2012000729612,803,1,1,1
2012000731587,815,1,1,1
2012000732656,501,1,1,1
2012000733274,502,1,1,2
2012000734295,200,1,1,1
2012000734901,101,1,1,2
2012000735170,901,1,1,2
2012000737749,803,1,1,2
2012000739334,200,1,1,2
2012000739461,807,1,1,1
2012000739638,1000,1,1,1
2012000740540,103,1,1,2
2012000741430,400,1,1,1
2012000742802,1000,1,1,1
2012000742966,803,1,1,2
2012000743496,905,1,1,1
2012000743517,502,1,1,1
2012000744084,901,1,1,2
2012000744937,806,1,1,2
2012000745233,300,1,1,1
2012000745283,400,1,1,2
2012000745931,103,1,1,1
2012000746969,901,1,1,2
2012000747149,1000,1,1,1
2012000749044,1000,1,1,1
2012000749567,905,1,1,2
2012000750482,814,1,1,2
2012000750496,817,1,1,1
2012000750512,807,1,1,1
2012000752186,901,1,1,2
2012000753533,1000,1,1,1
2012000754113,103,1,1,1
2012000754282,812,1,1,1
2012000754403,400,1,1,1
2012000754418,400,1,1,1
2012000754635,501,1,1,2
2012000754812,501,1,1,1
2012000756516,812,1,1,1
2012000757288,400,1,1,1
2012000757644,901,1,1,2
2012000758014,600,1,1,1
2012000759475,1000,1,1,1
2012000759904,300,1,1,2
2012000761713,815,1,1,1
2012000762156,903,1,1,1
2012000762596,901,1,1,2
2012000762620,501,1,1,2
2012000765374,400,1,1,1
2012000765925,818,1,1,1
2012000766040,811,1,1,1
2012000769427,819,1,1,1
2012000770119,811,1,1,1
2012000770288,901,1,1,2
2012000771368,1000,1,1,1
2012000771389,200,1,1,1
2012000772198,817,1,1,2
2012000772371,812,1,1,1
2012000772675,101,1,1,2
2012000773046,103,1,1,2
2012000773574,803,1,1,2
2012000774205,816,1,1,1
2012000775197,901,1,1,2
2012000776072,600,1,1,1
2012000776929,810,1,1,1
2012000778882,803,1,1,2
2012000779596,103,1,1,2
2012000781287,812,1,1,2
2012000781907,901,1,1,2
2012000782041,812,1,1,2
2012000782516,103,1,1,2
2012000783106,801,1,1,2
2012000783584,200,1,1,1
2012000784217,103,1,1,1
2012000784545,803,1,1,1
2012000784632,300,1,1,1
2012000784811,813,1,1,2
2012000785440,813,1,1,1
2012000786738,300,1,1,2
2012000787567,903,1,1,2
2012000788604,803,1,1,1
2012000788793,816,1,1,2
2012000789496,803,1,1,2
2012000789846,400,1,1,1
2012000790507,400,1,1,1
2012000790831,300,1,1,2
2012000791011,802,1,1,1
2012000791195,816,1,1,1
2012000792385,901,1,1,2
2012000793099,901,1,1,2
2012000793174,1000,1,1,1
2012000793686,818,1,1,1
2012000793893,803,1,1,2
2012000794426,1000,1,1,1
2012000794816,102,1,1,1
2012000795165,818,1,1,2
2012000795422,400,1,1,1
2012000796225,903,1,1,2
2012000796315,901,1,1,2
2012000797034,600,1,1,2
2012000799575,502,1,1,1
2012000799736,808,1,1,1
2012000801009,818,1,1,2
2012000802389,903,1,1,2
2012000802559,820,1,1,2
2012000803201,815,1,1,1
2012000805205,200,1,1,2
2012000805480,600,1,1,2
2012000805747,400,1,1,1
2012000806697,807,1,1,1
2012000807343,400,1,1,1
2012000808980,813,1,1,2
